pengajuan_id,nasabah_id,platform_id,platform_tipe,tgl_pengajuan,tipe_produk,tujuan,jumlah_diajukan,tenor_bln,lama_platform_bln,platform_ontime_rate,n_pinjaman_sebelumnya,n_lancar,n_macet,avg_telat_hari,listrik_pct_tepat,ew_aktif_bln,ew_trx_per_bln,ew_spike,is_gig,gig_income_avg,gig_konsisten,gig_cancel_rate,punya_rekening,bpjs_rutin,punya_toko_online,omzet_toko_online,skor_ai,kategori_risiko,rekomendasi,prob_default,label_default,faktor_positif,faktor_negatif
L1AJN01457,L1NSB01457,PLT005,P2P Lending,2024-05-23,P2P Lending,Renovasi,2000000,9,1,0.69,1,0,0,23.0,79.2,8,27,0,1,6174000,1,0.04,1,0,0,0,78,Rendah,Setujui,0.128,0,Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3) | Transaksi e-wallet 27/bln (+3) | Income gig konsisten 6 bulan (+8),
L1AJN01458,L1NSB01458,PLT002,P2P Lending,2024-11-15,P2P Lending,Renovasi,500000,6,9,0.93,1,1,0,3.0,83.3,0,0,0,0,0,0,0.0,0,1,0,0,73,Rendah,Setujui,0.157,0,On-time rate 93% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),4 tanggungan (-5)
L1AJN01459,L1NSB01459,PLT001,P2P Lending,2024-11-06,P2P Lending,Konsumsi,5000000,6,17,0.84,0,0,0,0.0,79.2,0,0,0,0,0,0,0.0,1,0,0,0,67,Menengah,Setujui,0.191,1,Aktif di platform 17 bulan (+7) | On-time rate 84% (+5) | Listrik 79.2% tepat waktu (+3) | Punya rekening bank (+4),
L1AJN01460,L1NSB01460,PLT004,Multifinance,2024-04-18,Multifinance,Motor bekas,10000000,36,7,1.0,2,2,0,2.5,87.5,0,0,0,0,0,0,0.0,1,1,0,0,80,Rendah,Setujui,0.116,0,On-time rate 100% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 87.5% tepat waktu (+3),5 tanggungan (-5)
L1AJN01461,L1NSB01461,PLT004,Multifinance,2024-01-17,Multifinance,Motor bekas,3000000,36,20,0.63,0,0,0,0.0,100.0,17,51,1,0,0,0,0.0,1,1,0,0,70,Rendah,Setujui,0.174,0,Aktif di platform 20 bulan (+7) | Listrik 100.0% tepat waktu (+7) | E-wallet aktif 17 bulan (+5) | Transaksi e-wallet 51/bln (+3),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01462,L1NSB01462,PLT001,P2P Lending,2024-08-02,P2P Lending,Pendidikan,3000000,3,25,0.78,0,0,0,0.0,75.0,0,0,0,0,0,0,0.0,0,1,0,0,72,Rendah,Setujui,0.162,0,Aktif di platform 25 bulan (+7) | On-time rate 78% (+5) | Listrik 75.0% tepat waktu (+3) | BPJS dibayar rutin (+3),
L1AJN01463,L1NSB01463,PLT005,P2P Lending,2024-12-29,P2P Lending,Pendidikan,3000000,6,24,1.0,0,0,0,0.0,100.0,9,43,0,1,4282000,1,0.04,1,1,0,0,88,Rendah,Setujui,0.07,0,Aktif di platform 24 bulan (+7) | On-time rate 100% (+10) | Listrik 100.0% tepat waktu (+7) | Transaksi e-wallet 43/bln (+3),
L1AJN01464,L1NSB01464,PLT001,P2P Lending,2024-08-17,P2P Lending,Pendidikan,5000000,9,24,0.67,2,1,0,27.0,79.2,8,36,0,1,0,0,0.0,1,0,0,0,73,Rendah,Setujui,0.157,0,Aktif di platform 24 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),5 tanggungan (-5)
L1AJN01465,L1NSB01465,PLT002,P2P Lending,2024-07-10,P2P Lending,Renovasi,5000000,3,15,0.74,0,0,0,0.0,91.7,8,69,0,0,0,0,0.0,0,0,0,0,63,Menengah,Setujui,0.215,0,Aktif di platform 15 bulan (+7) | Listrik 91.7% tepat waktu (+7) | Transaksi e-wallet 69/bln (+3),
L1AJN01466,L1NSB01466,PLT004,Multifinance,2024-06-27,Multifinance,Motor baru,7000000,18,19,0.69,3,2,0,6.3,79.2,17,14,0,1,6639000,1,0.02,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 19 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),
L1AJN01467,L1NSB01467,PLT002,P2P Lending,2024-10-03,P2P Lending,Konsumsi,500000,6,33,0.88,0,0,0,0.0,91.7,14,53,0,1,3550000,1,0.12,1,0,0,0,80,Rendah,Setujui,0.116,0,Aktif di platform 33 bulan (+7) | On-time rate 88% (+5) | Listrik 91.7% tepat waktu (+7) | E-wallet aktif 14 bulan (+5),5 tanggungan (-5) | Cancel rate gig 12% (-4)
L1AJN01468,L1NSB01468,PLT002,P2P Lending,2024-08-15,P2P Lending,Renovasi,2000000,9,25,0.66,1,1,0,0.0,70.8,0,0,0,0,0,0,0.0,0,0,0,0,61,Menengah,Setujui,0.226,0,Aktif di platform 25 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),5 tanggungan (-5)
L1AJN01469,L1NSB01469,PLT004,Multifinance,2024-04-03,Multifinance,Mesin usaha,10000000,12,24,0.61,0,0,0,0.0,75.0,16,29,1,0,0,0,0.0,0,0,0,0,53,Menengah,Setujui,0.273,1,Aktif di platform 24 bulan (+7) | Listrik 75.0% tepat waktu (+3) | E-wallet aktif 16 bulan (+5) | Transaksi e-wallet 29/bln (+3),5 tanggungan (-5) | Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01470,L1NSB01470,PLT002,P2P Lending,2024-02-17,P2P Lending,Konsumsi,2000000,12,34,0.71,3,3,0,2.7,79.2,0,0,0,1,4210000,1,0.11,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 34 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),Cancel rate gig 11% (-4)
L1AJN01471,L1NSB01471,PLT003,Multifinance,2024-03-16,Multifinance,Motor baru,5000000,18,18,0.86,2,2,0,1.5,95.8,20,74,0,0,0,0,0.0,1,0,0,0,91,Rendah,Setujui,0.052,0,Aktif di platform 18 bulan (+7) | On-time rate 86% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),5 tanggungan (-5)
L1AJN01472,L1NSB01472,PLT003,Multifinance,2024-07-28,Multifinance,Mesin usaha,20000000,24,25,0.92,1,0,0,50.0,91.7,8,74,0,1,5103000,1,0.12,1,0,0,0,83,Rendah,Setujui,0.099,0,Aktif di platform 25 bulan (+7) | On-time rate 92% (+10) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),Rata-rata telat 50 hari (-10) | Cancel rate gig 12% (-4)
L1AJN01473,L1NSB01473,PLT003,Multifinance,2024-03-01,Multifinance,Elektronik,5000000,24,22,0.91,1,1,0,2.0,100.0,13,62,0,1,6094000,1,0.12,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 22 bulan (+7) | On-time rate 91% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),Cancel rate gig 12% (-4)
L1AJN01474,L1NSB01474,PLT003,Multifinance,2024-02-26,Multifinance,Motor bekas,7000000,18,29,0.79,2,1,0,12.0,79.2,6,62,0,1,0,0,0.0,0,1,0,0,82,Rendah,Setujui,0.104,1,Aktif di platform 29 bulan (+7) | On-time rate 79% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01475,L1NSB01475,PLT005,P2P Lending,2024-02-19,P2P Lending,Renovasi,500000,9,25,0.99,1,1,0,3.0,95.8,22,62,0,0,0,0,0.0,0,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 25 bulan (+7) | On-time rate 99% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01476,L1NSB01476,PLT002,P2P Lending,2024-11-15,P2P Lending,Modal usaha,2000000,6,8,0.96,1,1,0,2.0,58.3,10,10,0,0,0,0,0.0,0,0,0,0,76,Rendah,Setujui,0.139,0,On-time rate 96% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01477,L1NSB01477,PLT004,Multifinance,2024-08-08,Multifinance,Motor bekas,20000000,12,35,0.6,1,0,0,13.0,75.0,14,66,0,0,0,0,0.0,1,1,0,0,82,Rendah,Setujui,0.104,0,Aktif di platform 35 bulan (+7) | Tidak ada riwayat macet (+7) | Listrik 75.0% tepat waktu (+3) | E-wallet aktif 14 bulan (+5),
L1AJN01478,L1NSB01478,PLT001,P2P Lending,2024-07-23,P2P Lending,Modal usaha,3000000,12,36,0.63,1,1,0,1.0,87.5,0,0,0,0,0,0,0.0,0,0,0,0,63,Menengah,Setujui,0.215,1,Aktif di platform 36 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 87.5% tepat waktu (+3),4 tanggungan (-5)
L1AJN01479,L1NSB01479,PLT005,P2P Lending,2024-01-10,P2P Lending,Pendidikan,1000000,1,32,0.84,1,1,0,2.0,62.5,12,55,0,0,0,0,0.0,1,0,0,0,80,Rendah,Setujui,0.116,0,Aktif di platform 32 bulan (+7) | On-time rate 84% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),4 tanggungan (-5)
L1AJN01480,L1NSB01480,PLT005,P2P Lending,2024-03-22,P2P Lending,Konsumsi,500000,6,10,0.87,3,1,1,133.3,87.5,18,58,0,0,0,0,0.0,1,1,0,0,60,Menengah,Setujui,0.232,0,On-time rate 87% (+5) | 1 pinjaman lancar (+5) | Listrik 87.5% tepat waktu (+3) | E-wallet aktif 18 bulan (+5),1 pinjaman macet (-12) | Rata-rata telat 133 hari (-10)
L1AJN01481,L1NSB01481,PLT002,P2P Lending,2024-10-01,P2P Lending,Pendidikan,500000,6,4,0.55,1,1,0,3.0,91.7,0,0,0,0,0,0,0.0,1,1,0,0,73,Rendah,Setujui,0.157,0,1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7) | Punya rekening bank (+4),4 tanggungan (-5)
L1AJN01482,L1NSB01482,PLT005,P2P Lending,2024-03-03,P2P Lending,Modal usaha,2000000,3,34,0.77,1,0,0,65.0,70.8,0,0,0,1,7533000,0,0.13,0,1,0,0,55,Menengah,Setujui,0.261,0,Aktif di platform 34 bulan (+7) | On-time rate 77% (+5) | Tidak ada riwayat macet (+7) | BPJS dibayar rutin (+3),Rata-rata telat 65 hari (-10) | Cancel rate gig 13% (-4)
L1AJN01483,L1NSB01483,PLT002,P2P Lending,2024-01-20,P2P Lending,Konsumsi,3000000,12,20,0.61,0,0,0,0.0,66.7,8,54,0,1,1808000,1,0.12,1,0,0,0,69,Menengah,Setujui,0.18,0,Aktif di platform 20 bulan (+7) | Transaksi e-wallet 54/bln (+3) | Income gig konsisten 6 bulan (+8) | Rating gig 4.7 (+5),Cancel rate gig 12% (-4)
L1AJN01484,L1NSB01484,PLT001,P2P Lending,2024-08-28,P2P Lending,Renovasi,2000000,9,23,0.91,0,0,0,0.0,75.0,0,0,0,0,0,0,0.0,1,1,0,0,75,Rendah,Setujui,0.145,0,Aktif di platform 23 bulan (+7) | On-time rate 91% (+10) | Listrik 75.0% tepat waktu (+3) | Punya rekening bank (+4),
L1AJN01485,L1NSB01485,PLT005,P2P Lending,2024-06-18,P2P Lending,Konsumsi,2000000,3,16,0.76,0,0,0,0.0,87.5,7,60,0,0,0,0,0.0,1,1,0,0,74,Rendah,Setujui,0.151,0,Aktif di platform 16 bulan (+7) | On-time rate 76% (+5) | Listrik 87.5% tepat waktu (+3) | Transaksi e-wallet 60/bln (+3),
L1AJN01486,L1NSB01486,PLT002,P2P Lending,2024-10-28,P2P Lending,Renovasi,3000000,6,29,0.86,1,1,0,1.0,87.5,6,69,0,1,5866000,1,0.1,1,0,0,0,91,Rendah,Setujui,0.052,0,Aktif di platform 29 bulan (+7) | On-time rate 86% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),4 tanggungan (-5)
L1AJN01487,L1NSB01487,PLT002,P2P Lending,2024-09-19,P2P Lending,Modal usaha,2000000,9,33,0.91,2,0,1,78.0,79.2,0,0,0,0,0,0,0.0,0,1,0,0,48,Tinggi,Tolak,0.302,0,Aktif di platform 33 bulan (+7) | On-time rate 91% (+10) | Listrik 79.2% tepat waktu (+3) | BPJS dibayar rutin (+3),1 pinjaman macet (-12) | Rata-rata telat 78 hari (-10)
L1AJN01488,L1NSB01488,PLT002,P2P Lending,2024-10-29,P2P Lending,Pendidikan,5000000,6,8,0.56,3,3,0,1.3,95.8,13,56,0,0,0,0,0.0,1,0,0,0,89,Rendah,Setujui,0.064,0,3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7) | E-wallet aktif 13 bulan (+5),
L1AJN01489,L1NSB01489,PLT002,P2P Lending,2024-05-14,P2P Lending,Konsumsi,3000000,12,36,0.57,1,1,0,0.0,91.7,24,79,0,0,0,0,0.0,1,0,0,0,87,Rendah,Setujui,0.075,0,Aktif di platform 36 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),
L1AJN01490,L1NSB01490,PLT004,Multifinance,2024-12-30,Multifinance,Mesin usaha,10000000,18,17,0.93,1,0,0,19.0,70.8,6,41,0,0,0,0,0.0,0,0,0,0,80,Rendah,Setujui,0.116,1,Aktif di platform 17 bulan (+7) | On-time rate 93% (+10) | Tidak ada riwayat macet (+7) | Transaksi e-wallet 41/bln (+3),
L1AJN01491,L1NSB01491,PLT002,P2P Lending,2024-04-15,P2P Lending,Modal usaha,1000000,9,33,0.75,3,2,0,8.3,87.5,0,0,0,1,1517000,0,0.14,1,0,0,0,91,Rendah,Setujui,0.052,0,Aktif di platform 33 bulan (+7) | On-time rate 75% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),Cancel rate gig 14% (-4)
L1AJN01492,L1NSB01492,PLT002,P2P Lending,2024-12-13,P2P Lending,Modal usaha,1000000,12,4,0.71,2,1,1,111.0,87.5,12,60,1,1,3227000,0,0.02,1,0,0,0,42,Tinggi,Tolak,0.336,0,1 pinjaman lancar (+5) | Listrik 87.5% tepat waktu (+3) | E-wallet aktif 12 bulan (+5) | Transaksi e-wallet 60/bln (+3),1 pinjaman macet (-12) | Rata-rata telat 111 hari (-10) | 4 tanggungan (-5)
L1AJN01493,L1NSB01493,PLT004,Multifinance,2024-09-20,Multifinance,Mesin usaha,7000000,12,8,0.89,0,0,0,0.0,70.8,11,16,0,0,0,0,0.0,1,0,0,0,63,Menengah,Setujui,0.215,0,On-time rate 89% (+5) | Punya rekening bank (+4),
L1AJN01494,L1NSB01494,PLT003,Multifinance,2024-11-14,Multifinance,Elektronik,15000000,36,8,0.69,1,1,0,2.0,91.7,14,75,1,0,0,0,0.0,0,0,0,0,70,Rendah,Setujui,0.174,0,1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7) | E-wallet aktif 14 bulan (+5),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01495,L1NSB01495,PLT001,P2P Lending,2024-07-25,P2P Lending,Pendidikan,500000,3,26,0.93,0,0,0,0.0,87.5,13,12,0,1,5304000,0,0.02,1,0,0,0,84,Rendah,Setujui,0.093,0,Aktif di platform 26 bulan (+7) | On-time rate 93% (+10) | Listrik 87.5% tepat waktu (+3) | E-wallet aktif 13 bulan (+5),
L1AJN01496,L1NSB01496,PLT005,P2P Lending,2024-06-24,P2P Lending,Konsumsi,2000000,3,5,0.79,3,3,0,1.3,70.8,20,58,0,1,2198000,0,0.07,1,1,0,0,95,Rendah,Setujui,0.029,0,On-time rate 79% (+5) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | E-wallet aktif 20 bulan (+5),
L1AJN01497,L1NSB01497,PLT001,P2P Lending,2024-02-01,P2P Lending,Renovasi,1000000,3,14,0.63,0,0,0,0.0,95.8,19,40,0,1,3882000,1,0.06,1,0,0,0,93,Rendah,Setujui,0.041,0,Aktif di platform 14 bulan (+7) | Listrik 95.8% tepat waktu (+7) | E-wallet aktif 19 bulan (+5) | Transaksi e-wallet 40/bln (+3),
L1AJN01498,L1NSB01498,PLT002,P2P Lending,2024-11-29,P2P Lending,Konsumsi,500000,1,32,0.99,2,2,0,1.5,70.8,11,45,0,1,6166000,1,0.11,0,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 32 bulan (+7) | On-time rate 99% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),5 tanggungan (-5) | Cancel rate gig 11% (-4)
L1AJN01499,L1NSB01499,PLT004,Multifinance,2024-10-19,Multifinance,Mesin usaha,15000000,18,3,0.98,4,3,0,13.0,100.0,13,66,1,1,7435000,1,0.06,0,0,0,0,94,Rendah,Setujui,0.035,0,On-time rate 98% (+10) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),5 tanggungan (-5) | Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01500,L1NSB01500,PLT002,P2P Lending,2024-10-20,P2P Lending,Modal usaha,5000000,9,2,0.84,3,2,0,11.7,87.5,13,23,0,0,0,0,0.0,1,1,0,0,90,Rendah,Setujui,0.058,0,On-time rate 84% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 87.5% tepat waktu (+3),
L1AJN01501,L1NSB01501,PLT003,Multifinance,2024-08-24,Multifinance,Motor bekas,15000000,36,20,0.8,1,0,0,51.0,62.5,17,34,0,0,0,0,0.0,1,0,0,0,69,Menengah,Setujui,0.18,0,Aktif di platform 20 bulan (+7) | On-time rate 80% (+5) | Tidak ada riwayat macet (+7) | E-wallet aktif 17 bulan (+5),Rata-rata telat 51 hari (-10)
L1AJN01502,L1NSB01502,PLT005,P2P Lending,2024-01-21,P2P Lending,Modal usaha,2000000,6,8,0.97,1,1,0,3.0,83.3,0,0,0,1,7758000,0,0.11,1,0,0,0,76,Rendah,Setujui,0.139,0,On-time rate 97% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),5 tanggungan (-5) | Cancel rate gig 11% (-4)
L1AJN01503,L1NSB01503,PLT004,Multifinance,2024-04-16,Multifinance,Elektronik,15000000,18,1,0.81,1,1,0,2.0,91.7,0,0,0,0,0,0,0.0,1,0,0,0,82,Rendah,Setujui,0.104,0,On-time rate 81% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),
L1AJN01504,L1NSB01504,PLT004,Multifinance,2024-05-13,Multifinance,Elektronik,10000000,18,29,0.62,2,2,0,1.5,91.7,19,36,1,0,0,0,0.0,0,1,0,0,85,Rendah,Setujui,0.087,0,Aktif di platform 29 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01505,L1NSB01505,PLT001,P2P Lending,2024-09-03,P2P Lending,Konsumsi,3000000,12,2,0.69,3,3,0,0.3,91.7,14,17,0,0,0,0,0.0,1,0,0,0,92,Rendah,Setujui,0.046,0,3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7) | E-wallet aktif 14 bulan (+5),
L1AJN01506,L1NSB01506,PLT005,P2P Lending,2024-09-27,P2P Lending,Konsumsi,500000,12,29,0.85,0,0,0,0.0,87.5,12,22,0,0,0,0,0.0,1,1,0,0,82,Rendah,Setujui,0.104,0,Aktif di platform 29 bulan (+7) | On-time rate 85% (+5) | Listrik 87.5% tepat waktu (+3) | E-wallet aktif 12 bulan (+5),
L1AJN01507,L1NSB01507,PLT002,P2P Lending,2024-06-11,P2P Lending,Modal usaha,500000,3,30,0.65,2,1,0,12.0,75.0,0,0,0,1,6088000,0,0.05,0,0,0,0,69,Menengah,Setujui,0.18,0,Aktif di platform 30 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 75.0% tepat waktu (+3),
L1AJN01508,L1NSB01508,PLT003,Multifinance,2024-12-20,Multifinance,Motor bekas,15000000,24,36,0.99,2,2,0,1.0,75.0,11,48,0,1,6090000,1,0.07,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 36 bulan (+7) | On-time rate 99% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),4 tanggungan (-5)
L1AJN01509,L1NSB01509,PLT002,P2P Lending,2024-07-16,P2P Lending,Pendidikan,1000000,12,5,0.58,1,1,0,3.0,83.3,19,48,0,0,0,0,0.0,0,1,0,0,79,Rendah,Setujui,0.122,0,1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3) | E-wallet aktif 19 bulan (+5),
L1AJN01510,L1NSB01510,PLT002,P2P Lending,2024-07-20,P2P Lending,Pendidikan,2000000,1,29,0.83,1,1,0,0.0,66.7,17,14,0,0,0,0,0.0,0,0,0,0,72,Rendah,Setujui,0.162,0,Aktif di platform 29 bulan (+7) | On-time rate 83% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),4 tanggungan (-5)
L1AJN01511,L1NSB01511,PLT005,P2P Lending,2024-01-19,P2P Lending,Modal usaha,1000000,1,22,0.74,0,0,0,0.0,87.5,0,0,0,1,4179000,1,0.06,1,0,0,0,68,Menengah,Setujui,0.186,0,Aktif di platform 22 bulan (+7) | Listrik 87.5% tepat waktu (+3) | Income gig konsisten 6 bulan (+8) | Rating gig 4.7 (+5),4 tanggungan (-5)
L1AJN01512,L1NSB01512,PLT005,P2P Lending,2024-08-19,P2P Lending,Modal usaha,1000000,12,16,0.82,0,0,0,0.0,70.8,23,63,0,0,0,0,0.0,1,1,0,0,73,Rendah,Setujui,0.157,0,Aktif di platform 16 bulan (+7) | On-time rate 82% (+5) | E-wallet aktif 23 bulan (+5) | Transaksi e-wallet 63/bln (+3),
L1AJN01513,L1NSB01513,PLT001,P2P Lending,2024-01-25,P2P Lending,Konsumsi,2000000,1,21,0.56,0,0,0,0.0,75.0,23,27,0,0,0,0,0.0,0,1,0,0,73,Rendah,Setujui,0.157,0,Aktif di platform 21 bulan (+7) | Listrik 75.0% tepat waktu (+3) | E-wallet aktif 23 bulan (+5) | Transaksi e-wallet 27/bln (+3),
L1AJN01514,L1NSB01514,PLT004,Multifinance,2024-09-26,Multifinance,Motor baru,3000000,12,9,0.77,1,1,0,2.0,70.8,0,0,0,0,0,0,0.0,0,1,0,0,69,Menengah,Setujui,0.18,1,On-time rate 77% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | BPJS dibayar rutin (+3),
L1AJN01515,L1NSB01515,PLT002,P2P Lending,2024-05-24,P2P Lending,Konsumsi,500000,9,4,0.81,1,1,0,0.0,79.2,0,0,0,0,0,0,0.0,1,0,0,0,74,Rendah,Setujui,0.151,0,On-time rate 81% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),
L1AJN01516,L1NSB01516,PLT004,Multifinance,2024-07-26,Multifinance,Mesin usaha,10000000,24,23,0.66,4,3,0,6.2,70.8,9,9,0,0,0,0,0.0,0,1,0,0,75,Rendah,Setujui,0.145,0,Aktif di platform 23 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | BPJS dibayar rutin (+3),4 tanggungan (-5)
L1AJN01517,L1NSB01517,PLT005,P2P Lending,2024-05-04,P2P Lending,Pendidikan,5000000,9,14,0.86,4,3,1,68.8,58.3,16,71,0,0,0,0,0.0,0,0,0,0,59,Menengah,Setujui,0.238,0,Aktif di platform 14 bulan (+7) | On-time rate 86% (+5) | 3 pinjaman lancar (+15) | E-wallet aktif 16 bulan (+5),1 pinjaman macet (-12) | Rata-rata telat 69 hari (-10)
L1AJN01518,L1NSB01518,PLT002,P2P Lending,2024-04-26,P2P Lending,Konsumsi,5000000,9,35,0.77,1,0,0,23.0,70.8,0,0,0,1,4135000,1,0.15,0,0,0,0,75,Rendah,Setujui,0.145,0,Aktif di platform 35 bulan (+7) | On-time rate 77% (+5) | Tidak ada riwayat macet (+7) | Income gig konsisten 6 bulan (+8),Cancel rate gig 15% (-4)
L1AJN01519,L1NSB01519,PLT002,P2P Lending,2024-08-29,P2P Lending,Pendidikan,2000000,6,17,0.59,2,1,1,103.5,91.7,14,6,0,0,0,0,0.0,0,0,0,0,53,Menengah,Setujui,0.273,0,Aktif di platform 17 bulan (+7) | 1 pinjaman lancar (+5) | Listrik 91.7% tepat waktu (+7) | E-wallet aktif 14 bulan (+5),1 pinjaman macet (-12) | Rata-rata telat 104 hari (-10)
L1AJN01520,L1NSB01520,PLT004,Multifinance,2024-07-06,Multifinance,Motor baru,3000000,36,36,0.98,0,0,0,0.0,95.8,18,46,1,0,0,0,0.0,1,1,0,0,84,Rendah,Setujui,0.093,0,Aktif di platform 36 bulan (+7) | On-time rate 98% (+10) | Listrik 95.8% tepat waktu (+7) | E-wallet aktif 18 bulan (+5),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01521,L1NSB01521,PLT004,Multifinance,2024-10-29,Multifinance,Mesin usaha,7000000,12,6,0.6,0,0,0,0.0,83.3,22,6,0,0,0,0,0.0,1,0,0,0,59,Menengah,Setujui,0.238,0,Listrik 83.3% tepat waktu (+3) | E-wallet aktif 22 bulan (+5) | Punya rekening bank (+4),
L1AJN01522,L1NSB01522,PLT003,Multifinance,2024-12-30,Multifinance,Motor baru,15000000,36,10,0.88,3,2,0,10.0,58.3,22,75,0,0,0,0,0.0,1,0,0,0,76,Rendah,Setujui,0.139,1,On-time rate 88% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | E-wallet aktif 22 bulan (+5),4 tanggungan (-5)
L1AJN01523,L1NSB01523,PLT003,Multifinance,2024-09-20,Multifinance,Motor baru,10000000,18,29,0.63,1,1,0,1.0,87.5,11,24,0,0,0,0,0.0,1,0,0,0,80,Rendah,Setujui,0.116,0,Aktif di platform 29 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 87.5% tepat waktu (+3),
L1AJN01524,L1NSB01524,PLT005,P2P Lending,2024-01-21,P2P Lending,Modal usaha,3000000,3,2,1.0,3,2,0,17.0,83.3,11,31,0,0,0,0,0.0,1,1,0,0,90,Rendah,Setujui,0.058,0,On-time rate 100% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),
L1AJN01525,L1NSB01525,PLT002,P2P Lending,2024-07-05,P2P Lending,Modal usaha,1000000,3,5,0.62,0,0,0,0.0,58.3,0,0,0,0,0,0,0.0,1,0,0,0,50,Menengah,Setujui,0.29,1,Punya rekening bank (+4),4 tanggungan (-5)
L1AJN01526,L1NSB01526,PLT004,Multifinance,2024-10-10,Multifinance,Motor bekas,5000000,24,23,0.67,2,1,0,13.5,83.3,15,24,0,1,7798000,1,0.03,1,0,0,0,85,Rendah,Setujui,0.087,0,Aktif di platform 23 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),5 tanggungan (-5)
