pinjaman_id,nasabah_id,platform_id,tgl_cair,tipe_produk,nama_produk,pokok,tenor_bulan,bunga_per_bulan,total_kewajiban,status_kolektibilitas,hari_keterlambatan,sudah_lunas
L1KRD002444,L1NSB01508,PLT003,2022-02-24,Multifinance,Elektronik,3000000,36,1.55,4674000,Lancar,1,0
L1KRD002445,L1NSB01509,PLT002,2023-05-14,P2P Lending,Kesehatan,3000000,3,3.38,3304200,Lancar,3,1
L1KRD002446,L1NSB01510,PLT002,2023-07-27,P2P Lending,Pendidikan,10000000,9,2.18,11962000,Lancar,0,1
L1KRD002447,L1NSB01514,PLT004,2023-11-27,Multifinance,Refinancing,5000000,48,1.08,7592000,Lancar,2,0
L1KRD002448,L1NSB01515,PLT002,2022-03-08,P2P Lending,Pendidikan,1000000,6,2.77,1166200,Lancar,0,1
L1KRD002449,L1NSB01516,PLT004,2022-09-07,Multifinance,Elektronik,10000000,48,1.1,15280000,Lancar,2,0
L1KRD002450,L1NSB01516,PLT004,2023-03-06,Multifinance,Motor bekas,3000000,36,1.7,4836000,Lancar,2,0
L1KRD002451,L1NSB01516,PLT004,2022-07-26,Multifinance,Motor bekas,3000000,12,1.35,3486000,Lancar,2,1
L1KRD002452,L1NSB01516,PLT004,2023-08-02,Multifinance,Motor bekas,3000000,48,1.17,4684800,DPK,19,0
L1KRD002453,L1NSB01517,PLT005,2023-09-05,P2P Lending,Kesehatan,5000000,9,3.45,6552500,Lancar,3,1
L1KRD002454,L1NSB01517,PLT005,2023-07-24,P2P Lending,Renovasi,500000,6,2.09,562700,Lancar,1,1
L1KRD002455,L1NSB01517,PLT005,2023-11-14,P2P Lending,Renovasi,500000,6,2.31,569300,Lancar,1,1
L1KRD002456,L1NSB01517,PLT005,2022-11-10,P2P Lending,Pendidikan,3000000,12,3.39,4220400,Macet,270,0
L1KRD002457,L1NSB01518,PLT002,2022-03-15,P2P Lending,Konsumsi,1000000,9,1.61,1144900,DPK,23,1
L1KRD002458,L1NSB01519,PLT002,2023-06-03,P2P Lending,Kesehatan,7000000,6,1.7,7714000,Macet,205,0
L1KRD002459,L1NSB01519,PLT002,2023-09-23,P2P Lending,Renovasi,10000000,3,2.37,10711000,Lancar,2,1
L1KRD002460,L1NSB01522,PLT003,2022-06-17,Multifinance,Motor baru,3000000,12,1.3,3468000,Lancar,2,1
L1KRD002461,L1NSB01522,PLT003,2022-09-06,Multifinance,Motor bekas,15000000,48,1.73,27456000,Lancar,1,0
L1KRD002462,L1NSB01522,PLT003,2023-12-03,Multifinance,Motor bekas,20000000,24,1.57,27536000,DPK,27,0
L1KRD002463,L1NSB01523,PLT003,2024-04-03,Multifinance,Motor baru,3000000,12,1.91,3687600,Lancar,1,0
L1KRD002464,L1NSB01524,PLT005,2022-04-18,P2P Lending,Modal usaha,10000000,1,2.0,10200000,Kurang Lancar,48,0
L1KRD002465,L1NSB01524,PLT005,2024-01-27,P2P Lending,Kesehatan,2000000,1,1.96,2039200,Lancar,3,1
L1KRD002466,L1NSB01524,PLT005,2023-06-25,P2P Lending,Modal usaha,5000000,1,2.37,5118500,Lancar,0,1
L1KRD002467,L1NSB01526,PLT004,2023-08-14,Multifinance,Mesin usaha,25000000,12,1.17,28510000,Lancar,2,1
L1KRD002468,L1NSB01526,PLT004,2022-11-20,Multifinance,Mesin usaha,25000000,12,1.07,28210000,DPK,25,1
L1KRD002469,L1NSB01527,PLT005,2022-01-19,P2P Lending,Pendidikan,5000000,12,2.24,6344000,DPK,16,1
L1KRD002470,L1NSB01527,PLT005,2022-03-17,P2P Lending,Modal usaha,7000000,3,2.01,7422100,Lancar,1,1
L1KRD002471,L1NSB01527,PLT005,2022-09-23,P2P Lending,Kesehatan,5000000,3,2.71,5406500,Lancar,1,1
L1KRD002472,L1NSB01528,PLT001,2023-12-30,P2P Lending,Pendidikan,3000000,3,3.05,3274500,Lancar,2,1
L1KRD002473,L1NSB01529,PLT004,2024-02-21,Multifinance,Mesin usaha,20000000,18,1.57,25652000,Lancar,1,0
L1KRD002474,L1NSB01529,PLT004,2024-05-27,Multifinance,Mesin usaha,20000000,18,1.01,23636000,Lancar,2,0
L1KRD002475,L1NSB01529,PLT004,2022-10-21,Multifinance,Motor bekas,15000000,12,1.01,16818000,Lancar,2,1
L1KRD002476,L1NSB01531,PLT002,2024-01-31,P2P Lending,Pendidikan,7000000,9,2.84,8789200,Lancar,0,1
L1KRD002477,L1NSB01531,PLT002,2024-02-01,P2P Lending,Renovasi,3000000,6,3.01,3541800,Lancar,1,1
L1KRD002478,L1NSB01532,PLT003,2022-12-07,Multifinance,Elektronik,10000000,24,1.26,13024000,Lancar,0,1
L1KRD002479,L1NSB01533,PLT001,2022-08-12,P2P Lending,Modal usaha,5000000,3,2.01,5301500,Lancar,1,1
L1KRD002480,L1NSB01533,PLT001,2022-08-18,P2P Lending,Konsumsi,10000000,6,1.9,11140000,Macet,193,0
L1KRD002481,L1NSB01535,PLT003,2023-10-28,Multifinance,Elektronik,3000000,36,1.43,4544400,Lancar,2,0
L1KRD002482,L1NSB01535,PLT003,2022-01-20,Multifinance,Elektronik,10000000,36,1.84,16624000,Lancar,2,0
L1KRD002483,L1NSB01535,PLT003,2022-04-07,Multifinance,Motor bekas,10000000,48,1.15,15520000,Macet,348,0
L1KRD002484,L1NSB01536,PLT003,2024-03-20,Multifinance,Motor bekas,7000000,48,1.99,13686400,Kurang Lancar,49,0
L1KRD002485,L1NSB01537,PLT002,2022-02-12,P2P Lending,Renovasi,3000000,6,3.18,3572400,DPK,21,1
L1KRD002486,L1NSB01538,PLT005,2023-08-18,P2P Lending,Modal usaha,7000000,6,2.04,7856800,Lancar,0,1
L1KRD002487,L1NSB01538,PLT005,2023-08-14,P2P Lending,Renovasi,3000000,9,2.69,3726300,Kurang Lancar,47,0
L1KRD002488,L1NSB01539,PLT005,2022-05-18,P2P Lending,Modal usaha,7000000,3,3.17,7665700,DPK,30,1
L1KRD002489,L1NSB01540,PLT002,2022-06-23,P2P Lending,Pendidikan,7000000,12,2.36,8982400,Lancar,3,1
L1KRD002490,L1NSB01540,PLT002,2024-05-11,P2P Lending,Konsumsi,2000000,12,3.24,2777600,Lancar,1,0
L1KRD002491,L1NSB01542,PLT004,2022-07-24,Multifinance,Mesin usaha,20000000,12,1.32,23168000,Lancar,3,1
L1KRD002492,L1NSB01542,PLT004,2022-11-17,Multifinance,Motor baru,10000000,24,1.53,13672000,Lancar,2,1
L1KRD002493,L1NSB01542,PLT004,2023-01-04,Multifinance,Elektronik,3000000,18,1.26,3680400,Lancar,3,1
L1KRD002494,L1NSB01543,PLT002,2022-02-08,P2P Lending,Modal usaha,7000000,1,1.79,7125300,DPK,9,1
L1KRD002495,L1NSB01543,PLT002,2023-05-22,P2P Lending,Kesehatan,10000000,1,2.38,10238000,DPK,26,1
L1KRD002496,L1NSB01544,PLT001,2024-02-18,P2P Lending,Renovasi,1000000,3,2.83,1084900,Lancar,0,1
L1KRD002497,L1NSB01544,PLT001,2024-03-16,P2P Lending,Renovasi,2000000,6,2.4,2288000,Lancar,1,1
L1KRD002498,L1NSB01545,PLT001,2022-02-07,P2P Lending,Konsumsi,500000,9,3.3,648500,Lancar,1,1
L1KRD002499,L1NSB01548,PLT002,2022-07-12,P2P Lending,Modal usaha,7000000,12,2.8,9352000,Lancar,0,1
L1KRD002500,L1NSB01549,PLT002,2023-02-20,P2P Lending,Kesehatan,7000000,9,1.79,8127700,Lancar,1,1
L1KRD002501,L1NSB01549,PLT002,2023-11-09,P2P Lending,Kesehatan,7000000,12,3.15,9646000,Lancar,3,1
L1KRD002502,L1NSB01550,PLT001,2022-07-30,P2P Lending,Modal usaha,7000000,12,2.95,9478000,Lancar,0,1
L1KRD002503,L1NSB01552,PLT002,2024-04-26,P2P Lending,Renovasi,1000000,9,2.02,1181800,Macet,335,0
L1KRD002504,L1NSB01552,PLT002,2024-03-28,P2P Lending,Kesehatan,2000000,3,2.02,2121200,Lancar,2,1
L1KRD002505,L1NSB01553,PLT002,2024-02-21,P2P Lending,Konsumsi,10000000,6,3.45,12070000,Kurang Lancar,63,0
L1KRD002506,L1NSB01553,PLT002,2022-09-24,P2P Lending,Modal usaha,2000000,12,2.62,2628800,Lancar,0,1
L1KRD002507,L1NSB01553,PLT002,2023-02-23,P2P Lending,Modal usaha,10000000,3,2.52,10756000,Lancar,0,1
L1KRD002508,L1NSB01554,PLT003,2023-10-08,Multifinance,Motor bekas,25000000,18,1.89,33505000,Lancar,2,0
L1KRD002509,L1NSB01554,PLT003,2022-12-04,Multifinance,Motor bekas,15000000,48,1.72,27384000,Lancar,1,0
L1KRD002510,L1NSB01554,PLT003,2024-04-15,Multifinance,Mesin usaha,10000000,12,1.0,11200000,Lancar,2,0
L1KRD002511,L1NSB01555,PLT002,2024-05-18,P2P Lending,Renovasi,2000000,12,2.48,2595200,Lancar,3,0
L1KRD002512,L1NSB01555,PLT002,2023-04-02,P2P Lending,Modal usaha,10000000,1,1.59,10159000,Kurang Lancar,45,0
L1KRD002513,L1NSB01555,PLT002,2022-08-18,P2P Lending,Renovasi,1000000,3,1.92,1057600,Lancar,2,1
L1KRD002514,L1NSB01556,PLT002,2022-09-23,P2P Lending,Konsumsi,2000000,3,3.14,2188400,Lancar,1,1
L1KRD002515,L1NSB01556,PLT002,2022-04-13,P2P Lending,Pendidikan,10000000,3,1.66,10498000,Lancar,1,1
L1KRD002516,L1NSB01557,PLT004,2022-06-21,Multifinance,Motor bekas,5000000,48,1.64,8936000,Lancar,2,0
L1KRD002517,L1NSB01557,PLT004,2024-01-11,Multifinance,Refinancing,20000000,12,1.6,23840000,Lancar,0,0
L1KRD002518,L1NSB01557,PLT004,2023-08-18,Multifinance,Motor baru,25000000,12,1.0,28000000,Lancar,0,1
L1KRD002519,L1NSB01558,PLT005,2022-03-03,P2P Lending,Konsumsi,5000000,1,2.32,5116000,Lancar,2,1
L1KRD002520,L1NSB01558,PLT005,2023-01-06,P2P Lending,Renovasi,7000000,1,3.05,7213500,Lancar,1,1
L1KRD002521,L1NSB01559,PLT004,2023-11-01,Multifinance,Elektronik,7000000,18,1.27,8600200,Lancar,2,0
L1KRD002522,L1NSB01559,PLT004,2022-11-23,Multifinance,Motor baru,5000000,48,1.96,9704000,Lancar,3,0
L1KRD002523,L1NSB01560,PLT002,2022-05-06,P2P Lending,Pendidikan,7000000,6,2.39,8003800,DPK,25,1
L1KRD002524,L1NSB01560,PLT002,2023-02-17,P2P Lending,Konsumsi,7000000,12,2.8,9352000,Lancar,1,1
L1KRD002525,L1NSB01560,PLT002,2022-07-25,P2P Lending,Kesehatan,10000000,12,2.74,13288000,Lancar,0,1
L1KRD002526,L1NSB01560,PLT002,2023-01-22,P2P Lending,Modal usaha,5000000,12,1.89,6134000,Lancar,2,1
L1KRD002527,L1NSB01561,PLT005,2024-03-20,P2P Lending,Konsumsi,1000000,6,2.74,1164400,Lancar,1,1
L1KRD002528,L1NSB01561,PLT005,2023-06-11,P2P Lending,Modal usaha,1000000,3,2.17,1065100,DPK,16,1
L1KRD002529,L1NSB01561,PLT005,2023-05-11,P2P Lending,Pendidikan,7000000,12,1.86,8562400,Lancar,3,1
L1KRD002530,L1NSB01561,PLT005,2023-03-21,P2P Lending,Pendidikan,5000000,1,2.61,5130500,Lancar,1,1
L1KRD002531,L1NSB01563,PLT005,2022-02-19,P2P Lending,Modal usaha,500000,3,2.05,530750,Lancar,0,1
L1KRD002532,L1NSB01564,PLT002,2022-04-10,P2P Lending,Kesehatan,3000000,9,1.51,3407700,Lancar,1,1
L1KRD002533,L1NSB01565,PLT004,2022-08-10,Multifinance,Elektronik,15000000,36,1.3,22020000,Lancar,0,0
L1KRD002534,L1NSB01565,PLT004,2022-02-14,Multifinance,Mesin usaha,20000000,48,1.95,38720000,DPK,19,0
L1KRD002535,L1NSB01565,PLT004,2023-03-05,Multifinance,Elektronik,5000000,24,1.7,7040000,Lancar,0,0
L1KRD002536,L1NSB01566,PLT001,2022-11-05,P2P Lending,Konsumsi,500000,6,1.99,559700,Lancar,1,1
L1KRD002537,L1NSB01567,PLT003,2022-01-14,Multifinance,Refinancing,20000000,24,1.75,28400000,Lancar,1,1
L1KRD002538,L1NSB01567,PLT003,2022-05-23,Multifinance,Motor bekas,20000000,24,1.91,29168000,Lancar,1,1
L1KRD002539,L1NSB01567,PLT003,2024-05-09,Multifinance,Mesin usaha,7000000,12,1.89,8587600,Lancar,1,0
L1KRD002540,L1NSB01568,PLT002,2023-02-21,P2P Lending,Renovasi,1000000,3,3.19,1095700,Lancar,1,1
L1KRD002541,L1NSB01568,PLT002,2022-11-12,P2P Lending,Renovasi,500000,3,2.64,539600,Lancar,1,1
L1KRD002542,L1NSB01568,PLT002,2024-06-01,P2P Lending,Modal usaha,1000000,12,3.41,1409200,Lancar,3,0
L1KRD002543,L1NSB01569,PLT003,2023-02-02,Multifinance,Refinancing,7000000,18,1.91,9406600,Lancar,2,1
L1KRD002544,L1NSB01569,PLT003,2023-09-21,Multifinance,Motor bekas,15000000,48,1.42,25224000,DPK,14,0
L1KRD002545,L1NSB01570,PLT005,2022-01-09,P2P Lending,Modal usaha,5000000,9,2.28,6026000,DPK,16,1
L1KRD002546,L1NSB01570,PLT005,2022-01-24,P2P Lending,Modal usaha,3000000,9,1.97,3531900,Lancar,2,1
L1KRD002547,L1NSB01570,PLT005,2023-04-16,P2P Lending,Kesehatan,2000000,3,1.94,2116400,Lancar,2,1
L1KRD002548,L1NSB01571,PLT001,2023-11-02,P2P Lending,Renovasi,7000000,3,3.49,7732900,Kurang Lancar,71,0
L1KRD002549,L1NSB01571,PLT001,2022-07-21,P2P Lending,Pendidikan,10000000,6,3.25,11950000,Lancar,2,1
L1KRD002550,L1NSB01571,PLT001,2024-01-19,P2P Lending,Konsumsi,5000000,12,1.54,5924000,Kurang Lancar,36,0
L1KRD002551,L1NSB01571,PLT001,2023-04-30,P2P Lending,Pendidikan,5000000,1,3.15,5157500,Lancar,2,1
L1KRD002552,L1NSB01572,PLT004,2024-03-21,Multifinance,Motor bekas,15000000,36,1.52,23208000,Lancar,2,0
L1KRD002553,L1NSB01572,PLT004,2022-05-31,Multifinance,Motor baru,10000000,12,1.74,12088000,Lancar,1,1
L1KRD002554,L1NSB01572,PLT004,2022-08-20,Multifinance,Elektronik,25000000,36,1.01,34090000,Lancar,2,0
L1KRD002555,L1NSB01574,PLT004,2022-04-02,Multifinance,Motor bekas,25000000,24,1.18,32080000,Lancar,3,1
L1KRD002556,L1NSB01576,PLT001,2022-08-19,P2P Lending,Konsumsi,7000000,12,1.84,8545600,DPK,12,1
L1KRD002557,L1NSB01583,PLT004,2022-11-12,Multifinance,Motor baru,20000000,18,1.67,26012000,Lancar,2,1
L1KRD002558,L1NSB01584,PLT002,2023-06-25,P2P Lending,Pendidikan,500000,1,2.77,513850,DPK,15,1
L1KRD002559,L1NSB01584,PLT002,2024-03-11,P2P Lending,Konsumsi,1000000,9,1.88,1169200,Lancar,3,0
L1KRD002560,L1NSB01585,PLT005,2023-03-04,P2P Lending,Konsumsi,5000000,3,2.88,5432000,Kurang Lancar,68,0
L1KRD002561,L1NSB01589,PLT003,2023-01-28,Multifinance,Mesin usaha,3000000,12,2.0,3720000,Lancar,3,1
L1KRD002562,L1NSB01589,PLT003,2023-03-20,Multifinance,Motor baru,20000000,12,1.58,23792000,Lancar,3,1
L1KRD002563,L1NSB01590,PLT005,2022-12-22,P2P Lending,Pendidikan,10000000,6,2.83,11698000,Lancar,2,1
L1KRD002564,L1NSB01591,PLT005,2023-09-03,P2P Lending,Pendidikan,1000000,9,3.46,1311400,Kurang Lancar,41,0
L1KRD002565,L1NSB01591,PLT005,2022-07-27,P2P Lending,Kesehatan,2000000,3,1.77,2106200,DPK,9,1
L1KRD002566,L1NSB01592,PLT005,2023-10-15,P2P Lending,Pendidikan,5000000,3,3.27,5490500,Lancar,1,1
L1KRD002567,L1NSB01592,PLT005,2023-05-05,P2P Lending,Konsumsi,2000000,1,1.93,2038600,Lancar,3,1
L1KRD002568,L1NSB01593,PLT001,2022-07-30,P2P Lending,Konsumsi,10000000,12,2.64,13168000,Lancar,3,1
L1KRD002569,L1NSB01594,PLT001,2023-10-12,P2P Lending,Konsumsi,500000,9,2.67,620150,Lancar,1,1
L1KRD002570,L1NSB01596,PLT004,2023-02-22,Multifinance,Refinancing,7000000,36,1.69,11258800,Lancar,3,0
L1KRD002571,L1NSB01597,PLT001,2024-01-08,P2P Lending,Konsumsi,10000000,1,2.29,10229000,Lancar,0,1
L1KRD002572,L1NSB01597,PLT001,2023-12-27,P2P Lending,Modal usaha,500000,3,2.45,536750,Lancar,3,1
L1KRD002573,L1NSB01598,PLT001,2022-02-14,P2P Lending,Pendidikan,2000000,9,2.52,2453600,Lancar,1,1
L1KRD002574,L1NSB01599,PLT003,2023-12-26,Multifinance,Refinancing,5000000,24,1.49,6788000,Lancar,2,0
L1KRD002575,L1NSB01599,PLT003,2022-12-22,Multifinance,Refinancing,5000000,48,1.85,9440000,Lancar,2,0
L1KRD002576,L1NSB01600,PLT001,2023-03-26,P2P Lending,Modal usaha,10000000,6,3.26,11956000,Lancar,3,1
L1KRD002577,L1NSB01601,PLT004,2023-09-27,Multifinance,Elektronik,10000000,12,1.69,12028000,DPK,4,1
L1KRD002578,L1NSB01601,PLT004,2022-09-18,Multifinance,Refinancing,7000000,18,1.36,8713600,Lancar,2,1
L1KRD002579,L1NSB01603,PLT005,2024-05-09,P2P Lending,Pendidikan,3000000,1,3.08,3092400,Lancar,0,1
L1KRD002580,L1NSB01604,PLT004,2023-01-11,Multifinance,Mesin usaha,5000000,12,1.03,5618000,Lancar,2,1
L1KRD002581,L1NSB01604,PLT004,2023-05-07,Multifinance,Motor bekas,7000000,18,1.74,9192400,Lancar,1,1
L1KRD002582,L1NSB01605,PLT002,2023-06-23,P2P Lending,Modal usaha,500000,1,3.01,515050,Lancar,3,1
L1KRD002583,L1NSB01606,PLT004,2022-11-01,Multifinance,Motor baru,3000000,18,1.73,3934200,Lancar,1,1
L1KRD002584,L1NSB01607,PLT001,2023-12-02,P2P Lending,Kesehatan,10000000,12,2.27,12724000,Lancar,2,1
L1KRD002585,L1NSB01608,PLT001,2024-05-11,P2P Lending,Kesehatan,2000000,12,2.57,2616800,Lancar,0,0
L1KRD002586,L1NSB01609,PLT003,2022-07-19,Multifinance,Elektronik,25000000,36,1.35,37150000,Lancar,0,0
L1KRD002587,L1NSB01610,PLT004,2022-03-05,Multifinance,Elektronik,5000000,12,1.17,5702000,Lancar,3,1
L1KRD002588,L1NSB01610,PLT004,2024-04-28,Multifinance,Elektronik,25000000,12,1.6,29800000,Lancar,1,0
L1KRD002589,L1NSB01610,PLT004,2024-02-19,Multifinance,Motor baru,20000000,24,1.96,29408000,Lancar,0,0
L1KRD002590,L1NSB01611,PLT003,2022-07-24,Multifinance,Mesin usaha,25000000,24,1.07,31420000,Lancar,2,1
L1KRD002591,L1NSB01612,PLT001,2023-07-04,P2P Lending,Konsumsi,7000000,12,3.06,9570400,Kurang Lancar,42,0
L1KRD002592,L1NSB01612,PLT001,2023-03-12,P2P Lending,Konsumsi,5000000,3,2.91,5436500,DPK,19,1
L1KRD002593,L1NSB01614,PLT001,2022-04-22,P2P Lending,Modal usaha,7000000,12,2.45,9058000,Lancar,2,1
L1KRD002594,L1NSB01614,PLT001,2022-11-07,P2P Lending,Renovasi,7000000,1,2.46,7172200,Lancar,0,1
L1KRD002595,L1NSB01615,PLT002,2022-05-08,P2P Lending,Kesehatan,5000000,3,2.67,5400500,Macet,146,0
L1KRD002596,L1NSB01617,PLT001,2023-08-20,P2P Lending,Modal usaha,7000000,1,1.53,7107100,Lancar,0,1
L1KRD002597,L1NSB01618,PLT003,2022-10-06,Multifinance,Motor baru,15000000,48,1.25,24000000,DPK,17,0
L1KRD002598,L1NSB01618,PLT003,2023-04-09,Multifinance,Motor baru,20000000,36,1.84,33248000,Kurang Lancar,82,0
L1KRD002599,L1NSB01620,PLT004,2022-02-26,Multifinance,Refinancing,20000000,24,1.55,27440000,DPK,9,1
L1KRD002600,L1NSB01621,PLT002,2023-11-18,P2P Lending,Renovasi,10000000,12,2.07,12484000,Lancar,3,1
L1KRD002601,L1NSB01621,PLT002,2022-11-29,P2P Lending,Kesehatan,3000000,9,2.69,3726300,Lancar,2,1
L1KRD002602,L1NSB01621,PLT002,2022-10-09,P2P Lending,Renovasi,2000000,3,2.52,2151200,Lancar,0,1
L1KRD002603,L1NSB01623,PLT001,2023-07-17,P2P Lending,Kesehatan,10000000,9,3.28,12952000,DPK,16,1
L1KRD002604,L1NSB01623,PLT001,2022-09-10,P2P Lending,Kesehatan,2000000,9,1.7,2306000,DPK,17,1
L1KRD002605,L1NSB01624,PLT001,2022-12-02,P2P Lending,Kesehatan,3000000,3,2.67,3240300,Lancar,1,1
L1KRD002606,L1NSB01625,PLT005,2023-06-29,P2P Lending,Konsumsi,10000000,6,2.09,11254000,Lancar,3,1
L1KRD002607,L1NSB01625,PLT005,2023-06-11,P2P Lending,Renovasi,5000000,3,2.17,5325500,Kurang Lancar,83,0
L1KRD002608,L1NSB01625,PLT005,2023-07-21,P2P Lending,Pendidikan,7000000,12,1.62,8360800,Lancar,0,1
L1KRD002609,L1NSB01625,PLT005,2023-09-01,P2P Lending,Pendidikan,3000000,6,2.02,3363600,Lancar,0,1
L1KRD002610,L1NSB01626,PLT001,2024-01-12,P2P Lending,Modal usaha,2000000,1,2.1,2042000,Lancar,0,1
L1KRD002611,L1NSB01628,PLT002,2022-11-22,P2P Lending,Modal usaha,2000000,3,2.16,2129600,Lancar,0,1
L1KRD002612,L1NSB01628,PLT002,2024-05-02,P2P Lending,Kesehatan,5000000,9,2.9,6305000,Lancar,1,0
L1KRD002613,L1NSB01628,PLT002,2024-01-06,P2P Lending,Kesehatan,5000000,1,2.38,5119000,DPK,23,1
L1KRD002614,L1NSB01628,PLT002,2023-11-26,P2P Lending,Renovasi,5000000,3,2.53,5379500,Lancar,3,1
L1KRD002615,L1NSB01629,PLT003,2022-08-21,Multifinance,Refinancing,15000000,18,1.26,18402000,Lancar,3,1
L1KRD002616,L1NSB01629,PLT003,2024-01-09,Multifinance,Motor baru,10000000,12,1.33,11596000,Lancar,3,0
L1KRD002617,L1NSB01629,PLT003,2022-08-31,Multifinance,Refinancing,7000000,12,1.88,8579200,Lancar,3,1
L1KRD002618,L1NSB01631,PLT002,2023-12-16,P2P Lending,Pendidikan,10000000,6,1.54,10924000,Lancar,0,1
L1KRD002619,L1NSB01631,PLT002,2022-01-22,P2P Lending,Renovasi,500000,12,1.76,605600,Lancar,2,1
L1KRD002620,L1NSB01631,PLT002,2023-01-20,P2P Lending,Konsumsi,1000000,3,2.83,1084900,Lancar,3,1
L1KRD002621,L1NSB01633,PLT004,2024-05-07,Multifinance,Refinancing,15000000,18,1.94,20238000,Lancar,2,0
L1KRD002622,L1NSB01633,PLT004,2022-03-18,Multifinance,Refinancing,10000000,48,1.78,18544000,Lancar,3,0
L1KRD002623,L1NSB01634,PLT005,2022-12-01,P2P Lending,Konsumsi,500000,1,2.42,512100,Lancar,0,1
L1KRD002624,L1NSB01635,PLT002,2023-04-13,P2P Lending,Modal usaha,2000000,9,2.38,2428400,DPK,7,1
L1KRD002625,L1NSB01635,PLT002,2023-01-30,P2P Lending,Modal usaha,500000,3,2.38,535700,Lancar,3,1
L1KRD002626,L1NSB01637,PLT001,2023-11-05,P2P Lending,Modal usaha,2000000,9,2.7,2486000,Lancar,1,1
L1KRD002627,L1NSB01637,PLT001,2022-03-01,P2P Lending,Konsumsi,500000,3,1.88,528200,Lancar,1,1
L1KRD002628,L1NSB01638,PLT002,2022-05-13,P2P Lending,Kesehatan,1000000,1,2.37,1023700,Lancar,0,1
L1KRD002629,L1NSB01639,PLT001,2024-02-13,P2P Lending,Pendidikan,5000000,1,3.38,5169000,DPK,25,1
L1KRD002630,L1NSB01639,PLT001,2022-09-11,P2P Lending,Kesehatan,10000000,9,2.71,12439000,Lancar,1,1
L1KRD002631,L1NSB01640,PLT004,2022-05-17,Multifinance,Motor bekas,7000000,48,1.07,10595200,Lancar,0,0
L1KRD002632,L1NSB01640,PLT004,2023-11-28,Multifinance,Elektronik,7000000,48,1.81,13081600,Lancar,2,0
L1KRD002633,L1NSB01641,PLT001,2022-04-06,P2P Lending,Modal usaha,10000000,1,3.45,10345000,Lancar,1,1
L1KRD002634,L1NSB01641,PLT001,2023-08-25,P2P Lending,Pendidikan,500000,6,2.2,566000,Lancar,2,1
L1KRD002635,L1NSB01642,PLT005,2022-04-06,P2P Lending,Konsumsi,1000000,6,2.68,1160800,Lancar,2,1
L1KRD002636,L1NSB01643,PLT003,2022-08-09,Multifinance,Motor baru,20000000,48,1.18,31328000,Macet,260,0
L1KRD002637,L1NSB01644,PLT004,2022-01-31,Multifinance,Refinancing,25000000,48,1.58,43960000,DPK,27,0
L1KRD002638,L1NSB01644,PLT004,2023-02-20,Multifinance,Motor bekas,20000000,36,1.16,28352000,Lancar,1,0
L1KRD002639,L1NSB01645,PLT001,2023-06-10,P2P Lending,Renovasi,2000000,1,2.13,2042600,Lancar,1,1
L1KRD002640,L1NSB01646,PLT002,2023-08-30,P2P Lending,Modal usaha,2000000,1,2.19,2043800,Kurang Lancar,37,0
L1KRD002641,L1NSB01646,PLT002,2022-10-11,P2P Lending,Pendidikan,2000000,6,2.32,2278400,Lancar,0,1
L1KRD002642,L1NSB01646,PLT002,2022-04-10,P2P Lending,Modal usaha,7000000,6,1.68,7705600,Lancar,1,1
L1KRD002643,L1NSB01647,PLT003,2022-04-09,Multifinance,Motor bekas,5000000,48,1.95,9680000,Lancar,1,0
L1KRD002644,L1NSB01647,PLT003,2024-02-22,Multifinance,Motor baru,10000000,12,1.54,11848000,Lancar,3,0
L1KRD002645,L1NSB01647,PLT003,2022-05-15,Multifinance,Refinancing,5000000,36,1.53,7754000,Lancar,3,0
L1KRD002646,L1NSB01648,PLT005,2022-11-11,P2P Lending,Renovasi,3000000,6,2.2,3396000,DPK,28,1
L1KRD002647,L1NSB01648,PLT005,2023-12-10,P2P Lending,Modal usaha,7000000,6,2.76,8159200,Lancar,1,1
L1KRD002648,L1NSB01649,PLT002,2024-03-17,P2P Lending,Konsumsi,500000,1,2.91,514550,Lancar,2,1
L1KRD002649,L1NSB01649,PLT002,2023-12-04,P2P Lending,Renovasi,5000000,3,1.78,5267000,DPK,6,1
L1KRD002650,L1NSB01649,PLT002,2023-07-19,P2P Lending,Kesehatan,5000000,1,2.9,5145000,Lancar,0,1
L1KRD002651,L1NSB01650,PLT002,2023-12-23,P2P Lending,Modal usaha,10000000,3,2.18,10654000,Lancar,0,1
L1KRD002652,L1NSB01650,PLT002,2022-11-05,P2P Lending,Kesehatan,7000000,6,1.76,7739200,Lancar,3,1
L1KRD002653,L1NSB01651,PLT004,2023-05-11,Multifinance,Motor baru,20000000,24,1.26,26048000,Kurang Lancar,73,0
L1KRD002654,L1NSB01651,PLT004,2022-06-27,Multifinance,Refinancing,5000000,24,1.61,6932000,Lancar,3,1
L1KRD002655,L1NSB01651,PLT004,2023-08-06,Multifinance,Mesin usaha,3000000,36,1.03,4112400,Lancar,2,0
L1KRD002656,L1NSB01652,PLT001,2023-07-26,P2P Lending,Modal usaha,3000000,1,3.0,3090000,Lancar,2,1
L1KRD002657,L1NSB01653,PLT001,2022-12-11,P2P Lending,Pendidikan,2000000,1,2.77,2055400,Lancar,2,1
L1KRD002658,L1NSB01654,PLT001,2023-02-01,P2P Lending,Kesehatan,3000000,6,2.79,3502200,Kurang Lancar,71,0
L1KRD002659,L1NSB01655,PLT004,2022-05-20,Multifinance,Motor bekas,20000000,24,1.76,28448000,Macet,271,0
