nasabah_id,platform_id,platform_nama,platform_tipe,platform_segmen,segmen_pekerjaan,usia,kota,jumlah_tanggungan,lama_di_platform_bln,punya_smartphone,punya_ewallet,punya_rekening_bank,punya_kartu_kredit,punya_bpjs,is_gig_worker,punya_app_gig,rating_gig_app,jam_kerja_per_hari,tgl_bergabung
L1NSB01489,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,41,Makassar,0,36,1,1,1,0,0,0,0,0.0,0,2022-01-16
L1NSB01490,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pemilik UMKM kecil,35,Semarang,1,17,1,1,0,1,0,0,0,0.0,0,2022-08-10
L1NSB01491,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,29,Bogor,1,33,0,0,1,0,0,1,1,4.5,13,2022-04-15
L1NSB01492,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,41,Bandung,4,4,1,1,1,1,0,1,1,4.9,7,2023-10-13
L1NSB01493,PLT004,BFI Finance,Multifinance,Motor & UMKM,Penjahit / konveksi,34,Jakarta Barat,1,8,1,1,1,0,0,0,0,0.0,0,2023-05-13
L1NSB01494,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,38,Palembang,2,8,1,1,0,0,0,0,0,0.0,0,2023-02-15
L1NSB01495,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,37,Makassar,2,26,1,1,1,0,0,1,1,4.7,4,2022-05-09
L1NSB01496,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,30,Bogor,2,5,1,1,1,0,1,1,1,4.0,10,2023-08-07
L1NSB01497,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,43,Medan,2,14,1,1,1,1,0,1,1,4.7,4,2023-03-22
L1NSB01498,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Freelancer digital,23,Medan,5,32,1,1,0,0,1,1,1,4.6,10,2022-04-14
L1NSB01499,PLT004,BFI Finance,Multifinance,Motor & UMKM,Kurir / ekspedisi,48,Bandung,5,3,1,1,0,0,1,1,1,3.6,13,2022-07-09
L1NSB01500,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,43,Makassar,3,2,1,1,1,0,1,0,0,0.0,0,2024-05-10
L1NSB01501,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,32,Makassar,0,20,1,1,1,0,0,0,0,0.0,0,2022-09-20
L1NSB01502,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Freelancer digital,30,Depok,5,8,1,0,1,0,0,1,1,4.7,8,2023-07-31
L1NSB01503,PLT004,BFI Finance,Multifinance,Motor & UMKM,Karyawan kontrak,37,Surabaya,2,1,1,0,1,0,1,0,0,0.0,0,2024-06-10
L1NSB01504,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,47,Medan,2,29,1,1,0,1,1,0,0,0.0,0,2022-06-26
L1NSB01505,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,40,Jakarta Selatan,3,2,1,1,1,0,0,0,0,0.0,0,2023-07-12
L1NSB01506,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,30,Surabaya,2,29,1,1,1,0,1,0,0,0.0,0,2022-03-24
L1NSB01507,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,42,Medan,1,30,1,0,0,0,0,1,1,3.8,8,2022-01-21
L1NSB01508,PLT003,Adira Finance,Multifinance,Motor & elektronik,Freelancer digital,52,Medan,4,36,1,1,1,0,0,1,1,3.9,9,2022-01-10
L1NSB01509,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,35,Palembang,1,5,1,1,0,0,1,0,0,0.0,0,2023-09-15
L1NSB01510,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Karyawan kontrak,35,Bekasi,4,29,1,1,0,0,0,0,0,0.0,0,2022-08-03
L1NSB01511,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,33,Jakarta Selatan,4,22,1,0,1,0,0,1,1,4.7,14,2022-09-25
L1NSB01512,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Penjahit / konveksi,36,Jakarta Barat,0,16,1,1,1,1,1,0,0,0.0,0,2022-06-27
L1NSB01513,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Penjahit / konveksi,21,Surabaya,2,21,1,1,0,0,1,0,0,0.0,0,2022-06-22
L1NSB01514,PLT004,BFI Finance,Multifinance,Motor & UMKM,Karyawan kontrak,27,Pekanbaru,2,9,0,0,0,0,1,0,0,0.0,0,2022-03-07
L1NSB01515,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Petani / nelayan,33,Medan,1,4,1,0,1,0,0,0,0,0.0,0,2024-01-22
L1NSB01516,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,44,Pekanbaru,4,23,1,1,0,0,1,0,0,0.0,0,2022-01-02
L1NSB01517,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pemilik UMKM kecil,24,Bogor,2,14,1,1,0,0,0,0,0,0.0,0,2023-02-02
L1NSB01518,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,33,Bogor,0,35,1,0,0,1,0,1,1,4.9,6,2022-01-16
L1NSB01519,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,37,Jakarta Timur,3,17,1,1,0,0,1,0,0,0.0,0,2023-06-01
L1NSB01520,PLT004,BFI Finance,Multifinance,Motor & UMKM,Karyawan kontrak,20,Jakarta Selatan,3,36,1,1,1,0,1,0,0,0.0,0,2022-01-09
L1NSB01521,PLT004,BFI Finance,Multifinance,Motor & UMKM,Karyawan kontrak,22,Jakarta Timur,1,6,1,1,1,0,1,0,0,0.0,0,2022-02-08
L1NSB01522,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,39,Jakarta Selatan,4,10,1,1,1,1,0,0,0,0.0,0,2023-09-17
L1NSB01523,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,40,Jakarta Timur,1,29,1,1,1,1,0,0,0,0.0,0,2022-02-09
L1NSB01524,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Karyawan kontrak,19,Jakarta Timur,1,2,1,1,1,0,1,0,0,0.0,0,2023-03-26
L1NSB01525,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,48,Surabaya,4,5,1,0,1,1,1,0,0,0.0,0,2023-03-25
L1NSB01526,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,49,Medan,5,23,1,1,1,0,0,1,1,3.6,6,2023-01-12
L1NSB01527,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Kurir / ekspedisi,35,Pekanbaru,3,32,1,0,0,1,1,1,0,0.0,0,2022-04-28
L1NSB01528,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pemilik UMKM kecil,20,Jakarta Barat,2,30,1,1,1,0,0,0,0,0.0,0,2022-04-23
L1NSB01529,PLT004,BFI Finance,Multifinance,Motor & UMKM,Penjahit / konveksi,35,Makassar,3,35,1,1,0,1,1,0,0,0.0,0,2022-01-21
L1NSB01530,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,30,Bogor,1,17,1,1,1,0,1,0,0,0.0,0,2023-04-26
L1NSB01531,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,23,Jakarta Timur,2,10,1,0,1,1,0,0,0,0.0,0,2023-07-01
L1NSB01532,PLT003,Adira Finance,Multifinance,Motor & elektronik,Petani / nelayan,51,Yogyakarta,0,10,1,1,1,0,1,0,0,0.0,0,2022-07-10
L1NSB01533,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,24,Jakarta Selatan,0,8,1,1,0,0,1,1,1,4.7,13,2022-03-17
L1NSB01534,PLT004,BFI Finance,Multifinance,Motor & UMKM,Penjahit / konveksi,50,Bekasi,3,3,1,1,1,0,1,0,0,0.0,0,2022-09-15
L1NSB01535,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,39,Yogyakarta,1,8,1,0,0,0,1,1,1,3.8,11,2022-01-22
L1NSB01536,PLT003,Adira Finance,Multifinance,Motor & elektronik,Penjahit / konveksi,28,Jakarta Timur,3,8,1,1,0,1,1,0,0,0.0,0,2022-07-16
L1NSB01537,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Petani / nelayan,19,Yogyakarta,4,35,1,0,0,0,1,0,0,0.0,0,2022-01-20
L1NSB01538,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Karyawan kontrak,50,Semarang,3,22,0,1,1,0,1,0,0,0.0,0,2023-01-28
L1NSB01539,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Petani / nelayan,23,Medan,2,21,1,1,1,0,1,0,0,0.0,0,2022-11-21
L1NSB01540,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,39,Bandung,2,15,1,1,1,0,0,1,1,4.4,4,2023-02-13
L1NSB01541,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,28,Palembang,2,9,0,1,1,0,1,1,0,0.0,0,2024-02-27
L1NSB01542,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,28,Medan,3,21,1,1,1,0,0,0,0,0.0,0,2023-02-20
L1NSB01543,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Freelancer digital,30,Pekanbaru,3,19,1,1,0,0,0,1,1,4.3,14,2022-12-14
L1NSB01544,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,25,Depok,3,35,1,0,0,0,1,0,0,0.0,0,2022-01-11
L1NSB01545,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,24,Jakarta Timur,3,10,1,1,1,0,0,0,0,0.0,0,2022-04-26
L1NSB01546,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,46,Semarang,2,27,1,1,0,0,1,1,0,0.0,0,2022-10-12
L1NSB01547,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,38,Bekasi,3,9,1,1,0,0,1,1,1,4.9,11,2023-05-07
L1NSB01548,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Karyawan kontrak,52,Tangerang,1,25,1,1,1,0,1,0,0,0.0,0,2022-08-11
L1NSB01549,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,30,Jakarta Barat,2,10,1,1,0,0,0,0,0,0.0,0,2022-03-07
L1NSB01550,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,35,Semarang,3,14,1,0,1,1,1,0,0,0.0,0,2022-04-25
L1NSB01551,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,47,Jakarta Timur,3,27,1,1,1,0,1,0,0,0.0,0,2022-09-21
L1NSB01552,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,20,Jakarta Selatan,0,15,1,1,0,0,0,1,0,0.0,0,2022-07-21
L1NSB01553,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Kurir / ekspedisi,31,Semarang,3,26,1,0,0,0,1,1,1,4.8,7,2022-01-01
L1NSB01554,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,29,Bogor,2,27,1,1,1,0,1,1,0,0.0,0,2022-08-10
L1NSB01555,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Karyawan kontrak,46,Bogor,3,16,1,0,1,1,1,0,0,0.0,0,2023-01-30
L1NSB01556,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,49,Bandung,4,6,1,1,1,1,1,0,0,0.0,0,2024-02-26
L1NSB01557,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,48,Jakarta Barat,1,16,1,1,1,0,0,1,1,4.3,6,2022-08-20
L1NSB01558,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,51,Yogyakarta,2,15,1,0,1,0,0,1,1,4.6,4,2023-05-09
L1NSB01559,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,21,Bandung,4,24,1,0,1,1,1,0,0,0.0,0,2022-05-17
L1NSB01560,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Karyawan kontrak,27,Surabaya,3,29,1,0,1,0,1,0,0,0.0,0,2022-05-29
L1NSB01561,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Freelancer digital,38,Tangerang,3,32,1,1,1,1,0,1,1,4.1,10,2022-02-13
L1NSB01562,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Penjahit / konveksi,25,Jakarta Timur,2,21,1,1,1,0,1,0,0,0.0,0,2022-04-25
L1NSB01563,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,46,Makassar,2,1,1,1,1,0,1,0,0,0.0,0,2024-08-31
L1NSB01564,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Karyawan kontrak,45,Bandung,3,20,1,1,1,0,1,0,0,0.0,0,2022-11-01
L1NSB01565,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,50,Bekasi,3,36,1,1,1,0,0,0,0,0.0,0,2022-01-10
L1NSB01566,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,34,Bekasi,3,30,1,1,0,0,1,0,0,0.0,0,2022-04-08
L1NSB01567,PLT003,Adira Finance,Multifinance,Motor & elektronik,Karyawan kontrak,20,Bekasi,4,19,1,1,0,0,1,0,0,0.0,0,2022-12-01
L1NSB01568,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,21,Jakarta Timur,4,26,1,1,0,0,1,1,0,0.0,0,2022-04-02
L1NSB01569,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,35,Tangerang,2,34,1,0,1,0,1,1,1,4.7,9,2022-03-11
L1NSB01570,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,49,Bekasi,2,7,1,1,1,0,1,0,0,0.0,0,2023-01-15
L1NSB01571,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,32,Jakarta Selatan,5,23,1,1,1,0,1,1,1,4.5,4,2022-07-03
L1NSB01572,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,35,Palembang,2,13,1,1,1,1,0,0,0,0.0,0,2022-02-23
L1NSB01573,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Karyawan kontrak,20,Makassar,3,8,1,0,1,1,0,0,0,0.0,0,2022-07-28
L1NSB01574,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,26,Jakarta Selatan,5,15,1,1,1,0,1,0,0,0.0,0,2023-02-07
L1NSB01575,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,40,Bandung,2,36,1,1,1,0,1,0,0,0.0,0,2022-01-05
L1NSB01576,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,41,Medan,4,28,1,0,1,1,0,0,0,0.0,0,2022-03-05
L1NSB01577,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,34,Depok,2,19,1,0,1,0,1,1,1,4.5,9,2022-08-17
L1NSB01578,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,29,Jakarta Barat,2,15,1,1,1,0,0,0,0,0.0,0,2022-12-23
L1NSB01579,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,22,Jakarta Selatan,1,16,1,1,1,1,0,1,1,4.2,14,2023-04-20
L1NSB01580,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,36,Semarang,2,35,1,1,1,0,0,1,1,3.8,14,2022-02-13
L1NSB01581,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,39,Jakarta Barat,5,26,1,1,1,0,1,1,0,0.0,0,2022-09-28
L1NSB01582,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,24,Bekasi,4,29,1,1,0,0,0,0,0,0.0,0,2022-03-18
L1NSB01583,PLT004,BFI Finance,Multifinance,Motor & UMKM,Penjahit / konveksi,37,Jakarta Barat,2,30,1,1,1,1,1,0,0,0.0,0,2022-06-04
L1NSB01584,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,33,Surabaya,4,33,1,0,0,0,0,1,1,4.5,7,2022-03-08
L1NSB01585,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pemilik UMKM kecil,46,Bogor,2,3,1,1,1,1,1,0,0,0.0,0,2022-06-28
L1NSB01586,PLT004,BFI Finance,Multifinance,Motor & UMKM,Kurir / ekspedisi,31,Jakarta Selatan,4,19,1,1,0,0,0,1,1,4.0,9,2022-08-06
L1NSB01587,PLT003,Adira Finance,Multifinance,Motor & elektronik,Petani / nelayan,49,Palembang,1,33,1,1,1,0,1,0,0,0.0,0,2022-02-05
L1NSB01588,PLT004,BFI Finance,Multifinance,Motor & UMKM,Kurir / ekspedisi,49,Surabaya,3,25,1,1,0,1,1,1,1,4.7,6,2022-10-22
L1NSB01589,PLT003,Adira Finance,Multifinance,Motor & elektronik,Penjahit / konveksi,46,Bekasi,0,22,1,1,1,0,0,0,0,0.0,0,2022-11-01
L1NSB01590,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,33,Medan,3,2,1,0,1,0,0,0,0,0.0,0,2024-04-18
L1NSB01591,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,37,Jakarta Timur,5,19,1,1,1,0,1,0,0,0.0,0,2023-04-14
L1NSB01592,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,29,Semarang,3,24,1,1,0,0,0,0,0,0.0,0,2022-09-23
L1NSB01593,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,22,Jakarta Timur,3,10,1,1,1,0,1,0,0,0.0,0,2023-10-09
L1NSB01594,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,38,Semarang,5,35,1,1,1,1,1,0,0,0.0,0,2022-02-07
L1NSB01595,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,35,Bogor,4,22,1,1,1,0,1,0,0,0.0,0,2022-09-25
L1NSB01596,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pemilik UMKM kecil,25,Jakarta Barat,4,12,1,1,0,0,1,0,0,0.0,0,2022-04-27
L1NSB01597,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,50,Pekanbaru,3,35,1,1,0,0,1,1,1,4.4,13,2022-01-11
L1NSB01598,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,22,Tangerang,4,21,1,1,1,0,0,0,0,0.0,0,2022-02-15
L1NSB01599,PLT003,Adira Finance,Multifinance,Motor & elektronik,Petani / nelayan,20,Palembang,2,30,1,0,1,0,0,0,0,0.0,0,2022-07-11
L1NSB01600,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,34,Palembang,2,6,0,1,1,1,1,1,1,4.5,9,2022-09-07
L1NSB01601,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,22,Yogyakarta,2,34,1,1,0,0,0,1,1,3.6,6,2022-03-01
L1NSB01602,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,40,Bogor,3,34,1,1,1,1,0,0,0,0.0,0,2022-03-07
L1NSB01603,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,34,Depok,5,23,1,1,1,0,1,0,0,0.0,0,2023-01-20
L1NSB01604,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,37,Surabaya,1,16,1,1,0,0,1,1,1,4.0,5,2022-10-25
L1NSB01605,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,21,Makassar,1,9,1,1,1,0,0,0,0,0.0,0,2023-09-01
L1NSB01606,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pemilik UMKM kecil,43,Bandung,2,1,1,0,0,0,1,0,0,0.0,0,2024-04-24
L1NSB01607,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,25,Medan,0,30,1,1,1,0,1,1,1,3.9,8,2022-04-06
L1NSB01608,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,19,Jakarta Timur,2,32,1,0,0,0,1,1,1,4.3,5,2022-03-08
L1NSB01609,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,52,Palembang,0,15,1,1,1,0,1,0,0,0.0,0,2023-05-23
L1NSB01610,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,19,Medan,4,12,1,1,1,1,1,0,0,0.0,0,2022-11-24
L1NSB01611,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,34,Pekanbaru,4,22,1,1,0,0,1,1,1,3.5,10,2022-10-14
L1NSB01612,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,43,Pekanbaru,3,18,1,1,0,0,0,0,0,0.0,0,2023-06-20
L1NSB01613,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,32,Semarang,0,31,1,1,1,0,0,1,1,4.6,11,2022-03-06
L1NSB01614,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,19,Medan,4,1,1,0,1,0,1,0,0,0.0,0,2022-02-17
L1NSB01615,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Kurir / ekspedisi,44,Jakarta Timur,3,23,1,0,0,0,1,1,1,4.8,5,2023-01-06
L1NSB01616,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,27,Jakarta Selatan,4,18,1,0,0,0,1,0,0,0.0,0,2022-10-06
L1NSB01617,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,29,Bekasi,5,24,1,0,1,0,1,1,1,4.0,14,2022-03-15
L1NSB01618,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,48,Jakarta Selatan,5,36,1,1,1,1,1,1,1,3.8,5,2022-01-10
L1NSB01619,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,19,Bekasi,2,14,1,0,1,0,0,0,0,0.0,0,2023-06-23
L1NSB01620,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,43,Depok,0,4,1,0,0,0,0,1,1,3.7,4,2022-12-10
L1NSB01621,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,45,Yogyakarta,2,9,1,1,1,0,0,0,0,0.0,0,2023-05-03
L1NSB01622,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,22,Jakarta Barat,2,32,1,1,1,1,0,0,0,0.0,0,2022-04-29
L1NSB01623,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,21,Makassar,3,29,1,0,0,1,1,0,0,0.0,0,2022-05-01
L1NSB01624,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Freelancer digital,50,Jakarta Timur,5,12,1,1,0,1,1,1,1,4.1,5,2022-04-24
L1NSB01625,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,23,Surabaya,1,1,1,1,1,1,0,1,1,4.0,6,2022-10-23
L1NSB01626,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Freelancer digital,19,Jakarta Timur,3,22,1,1,0,0,1,1,1,4.5,4,2022-06-06
L1NSB01627,PLT004,BFI Finance,Multifinance,Motor & UMKM,Karyawan kontrak,49,Bogor,2,12,1,0,1,0,1,0,0,0.0,0,2022-08-19
L1NSB01628,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,24,Makassar,2,30,1,1,1,1,1,0,0,0.0,0,2022-03-30
L1NSB01629,PLT003,Adira Finance,Multifinance,Motor & elektronik,Freelancer digital,41,Jakarta Barat,1,25,0,0,1,0,1,1,1,4.9,5,2022-08-09
L1NSB01630,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Penjahit / konveksi,37,Yogyakarta,3,35,1,1,1,1,1,0,0,0.0,0,2022-01-27
L1NSB01631,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,43,Jakarta Selatan,2,1,1,1,1,0,1,0,0,0.0,0,2022-07-01
L1NSB01632,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,21,Surabaya,5,19,1,1,0,0,0,1,1,4.6,12,2022-07-26
L1NSB01633,PLT004,BFI Finance,Multifinance,Motor & UMKM,Freelancer digital,27,Pekanbaru,1,13,1,1,0,0,1,1,1,4.9,12,2022-08-18
L1NSB01634,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pemilik UMKM kecil,45,Tangerang,1,18,1,0,1,0,1,0,0,0.0,0,2023-05-19
L1NSB01635,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Penjahit / konveksi,41,Bogor,3,22,0,0,0,0,0,0,0,0.0,0,2022-05-08
L1NSB01636,PLT003,Adira Finance,Multifinance,Motor & elektronik,Petani / nelayan,44,Surabaya,3,16,1,1,0,0,1,0,0,0.0,0,2022-04-03
L1NSB01637,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,44,Palembang,3,1,0,1,1,0,1,0,0,0.0,0,2023-04-27
L1NSB01638,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Petani / nelayan,31,Bogor,3,30,1,1,1,1,1,0,0,0.0,0,2022-06-08
L1NSB01639,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,40,Bekasi,2,35,1,1,1,1,1,0,0,0.0,0,2022-01-17
L1NSB01640,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,22,Jakarta Selatan,1,33,1,0,1,1,1,0,0,0.0,0,2022-02-27
L1NSB01641,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pemilik UMKM kecil,52,Bogor,3,6,1,1,1,0,0,0,0,0.0,0,2024-02-17
L1NSB01642,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pemilik UMKM kecil,38,Jakarta Timur,2,2,1,1,1,0,1,0,0,0.0,0,2023-05-05
L1NSB01643,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,20,Surabaya,2,21,1,1,1,0,1,0,0,0.0,0,2022-07-27
L1NSB01644,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,22,Jakarta Barat,4,4,1,1,1,0,0,0,0,0.0,0,2024-07-21
L1NSB01645,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Petani / nelayan,28,Bogor,1,9,1,1,1,1,1,0,0,0.0,0,2023-02-05
L1NSB01646,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,41,Semarang,2,5,1,1,1,0,1,1,1,5.0,10,2022-08-16
L1NSB01647,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pemilik UMKM kecil,20,Jakarta Selatan,3,19,1,1,1,0,0,0,0,0.0,0,2022-04-20
